Club,Club Slug,Player,Player Slug,tm_player_name,tm_player_id,tm_club_id,match_status,review_notes
Vitória Guimarães SC,vitoria-guimaraes-guimaraes,Beni,benedito-mambuene-mukendi,Beni Mukendi,666539,2420,manual_match,Sorare short name Beni maps to Transfermarkt Beni Mukendi
