_match_key,event_id,match_confidence,home_team,away_team,is_home,status,goals_prevented,goals_prevented_value,crosses,crosses_value,dribbles,dribbles_value,offsides,offsides_value,shots_off_target,shots_off_target_value,shots_on_target,shots_on_target_value,counter_attacks,counter_attacks_value,corner_kicks,corner_kicks_value,possession_lost,possession_lost_value,big_chances,big_chances_value,clearances,clearances_value,tackles,tackles_value,expected_goals,expected_goals_value,long_balls,long_balls_value,free_kicks,free_kicks_value,ball_possession,ball_possession_value,interceptions,interceptions_value,big_chances_missed,big_chances_missed_value,blocked_shots,blocked_shots_value,passes,passes_value,goalkeeper_saves,goalkeeper_saves_value,red_cards,red_cards_value,total_shots,total_shots_value,duels_won,duels_won_value,fouls,fouls_value,accurate_passes,accurate_passes_value,yellow_cards,yellow_cards_value,shots_outside_box,shots_outside_box_value,goal_kicks,goal_kicks_value,shots_inside_box,shots_inside_box_value,throw_ins,throw_ins_value,counter_attack_shots,counter_attack_shots_value,aerials_won,aerials_won_value,error,lookup_error
game:4393434|team:trabzonspor kulubu,12528087,2.47,Trabzonspor,Samsunspor,True,finished,-0.74,-0.7413,9/28 (32%),9.0,11/22 (50%),11.0,,,11,11.0,5,5.0,,,11,11.0,,,6,6.0,12,12.0,5,5.0,2.19,2.19,27/36 (75%),27.0,13,13.0,63%,63.0,6,6.0,4,4.0,6,6.0,566,566.0,1,1.0,,,22,22.0,,,15,15.0,513,513.0,5,5.0,5,5.0,2,2.0,17,17.0,29,29.0,,,,,,
game:4393428|team:besiktas jimnastik kulubu,12528086,2.5,Alanyaspor,BeÅŸiktaÅŸ JK,False,finished,-0.58,-0.5829,4/19 (21%),4.0,9/15 (60%),9.0,1,1.0,2,2.0,6,6.0,,,2,2.0,,,2,2.0,9,9.0,5,5.0,1.58,1.58,29/45 (64%),29.0,10,10.0,60%,60.0,4,4.0,1,1.0,4,4.0,587,587.0,3,3.0,,,12,12.0,,,14,14.0,527,527.0,2,2.0,7,7.0,7,7.0,5,5.0,14,14.0,,,,,,
game:4396935|team:sport lisboa e benfica,12513675,2.47,Sporting Braga,Benfica,False,finished,2.00,1.9963,5/23 (22%),5.0,8/19 (42%),8.0,3,3.0,6,6.0,2,2.0,,,6,6.0,,,1,1.0,22,22.0,16,16.0,1.35,1.35,26/47 (55%),26.0,15,15.0,58%,58.0,7,7.0,1,1.0,5,5.0,494,494.0,6,6.0,0,0.0,13,13.0,,,8,8.0,404,404.0,2,2.0,4,4.0,8,8.0,9,9.0,24,24.0,,,,,,
game:4396933|team:futebol clube do porto,12513641,2.335,FC Porto,CD Nacional,True,finished,1.79,1.7907,4/14 (29%),4.0,12/17 (71%),12.0,2,2.0,4,4.0,4,4.0,,,2,2.0,,,4,4.0,22,22.0,12,12.0,2.05,2.05,18/35 (51%),18.0,14,14.0,63%,63.0,10,10.0,1,1.0,2,2.0,492,492.0,5,5.0,0,0.0,10,10.0,,,11,11.0,445,445.0,1,1.0,3,3.0,4,4.0,7,7.0,15,15.0,,,,,,
game:4578374|team:fussballclub red bull salzburg,13629494,2.5,FC Blau Weiss Linz,Red Bull Salzburg,False,finished,,,5/35 (14%),5.0,13/28 (46%),13.0,1,1.0,3,3.0,4,4.0,,,9,9.0,,,1,1.0,27,27.0,14,14.0,,,40/66 (61%),40.0,9,9.0,68%,68.0,5,5.0,0,0.0,4,4.0,610,610.0,3,3.0,,,11,11.0,,,9,9.0,520,520.0,0,0.0,4,4.0,7,7.0,7,7.0,27,27.0,,,,,,
game:4393429|team:fenerbahce spor kulubu,12528124,2.39,FenerbahÃ§e,EyÃ¼pspor,True,finished,0.49,0.4905,7/19 (37%),7.0,8/14 (57%),8.0,0,0.0,9,9.0,7,7.0,,,7,7.0,,,4,4.0,23,23.0,20,20.0,3.45,3.45,24/52 (46%),24.0,9,9.0,39%,39.0,9,9.0,2,2.0,5,5.0,359,359.0,2,2.0,,,21,21.0,,,9,9.0,286,286.0,2,2.0,4,4.0,8,8.0,17,17.0,17,17.0,,,,,,
game:4393422|team:galatasaray spor kulubu,12528118,2.39,Galatasaray,Kayserispor,True,finished,0.53,0.5337,6/18 (33%),6.0,10/19 (53%),10.0,2,2.0,14,14.0,5,5.0,,,5,5.0,,,4,4.0,19,19.0,8,8.0,2.72,2.72,30/53 (57%),30.0,8,8.0,59%,59.0,10,10.0,2,2.0,5,5.0,485,485.0,2,2.0,,,24,24.0,,,13,13.0,420,420.0,4,4.0,6,6.0,5,5.0,18,18.0,12,12.0,,,,,,
game:4396935|team:sporting clube de braga,12513675,2.47,Sporting Braga,Benfica,True,finished,-0.68,-0.6835,4/19 (21%),4.0,9/16 (56%),9.0,1,1.0,6,6.0,7,7.0,,,6,6.0,,,3,3.0,45,45.0,22,22.0,1.95,1.95,26/73 (36%),26.0,7,7.0,42%,42.0,10,10.0,2,2.0,4,4.0,342,342.0,1,1.0,1,1.0,17,17.0,,,15,15.0,264,264.0,4,4.0,6,6.0,10,10.0,11,11.0,12,12.0,,,,,,
game:4396936|team:sporting clube de portugal,12513681,2.5,Sporting CP,VitÃ³ria SC,True,finished,0.00,0.0,5/19 (26%),5.0,9/15 (60%),9.0,1,1.0,8,8.0,7,7.0,,,7,7.0,,,3,3.0,8,8.0,15,15.0,2.46,2.46,15/34 (44%),15.0,17,17.0,53%,53.0,16,16.0,2,2.0,3,3.0,453,453.0,0,0.0,,,18,18.0,,,14,14.0,390,390.0,3,3.0,5,5.0,2,2.0,13,13.0,12,12.0,,,,,,
game:4396936|team:vitoria sport clube,12513681,2.5,Sporting CP,VitÃ³ria SC,False,finished,0.35,0.3522,1/7 (14%),1.0,5/11 (45%),5.0,2,2.0,2,2.0,0,0.0,,,1,1.0,,,0,0.0,29,29.0,15,15.0,0.05,0.05,26/45 (58%),26.0,14,14.0,47%,47.0,9,9.0,0,0.0,0,0.0,400,400.0,5,5.0,,,2,2.0,,,17,17.0,342,342.0,4,4.0,1,1.0,10,10.0,1,1.0,12,12.0,,,,,,
game:4393421|team:trabzonspor kulubu,12528121,2.47,Bodrum FK,Trabzonspor,False,finished,0.03,0.0284,3/19 (16%),3.0,14/21 (67%),14.0,3,3.0,2,2.0,5,5.0,,,4,4.0,,,4,4.0,27,27.0,20,20.0,1.71,1.71,52/71 (73%),52.0,6,6.0,66%,66.0,11,11.0,3,3.0,2,2.0,582,582.0,3,3.0,,,9,9.0,,,15,15.0,518,518.0,2,2.0,2,2.0,7,7.0,7,7.0,20,20.0,,,,,,
game:4393413|team:besiktas jimnastik kulubu,12528115,2.5,BeÅŸiktaÅŸ JK,Adana Demirspor,True,finished,0.28,0.2795,5/21 (24%),5.0,13/20 (65%),13.0,4,4.0,9,9.0,14,14.0,,,13,13.0,,,8,8.0,13,13.0,17,17.0,3.65,3.65,19/30 (63%),19.0,13,13.0,62%,62.0,7,7.0,4,4.0,7,7.0,500,500.0,3,3.0,,,30,30.0,,,12,12.0,443,443.0,3,3.0,8,8.0,3,3.0,22,22.0,15,15.0,,,,,,
game:4396939|team:sport lisboa e benfica,12513677,2.47,Benfica,Sporting CP,True,finished,0.25,0.2533,4/25 (16%),4.0,12/32 (38%),12.0,1,1.0,6,6.0,1,1.0,,,6,6.0,,,2,2.0,11,11.0,26,26.0,1.60,1.6,28/49 (57%),28.0,14,14.0,61%,61.0,8,8.0,1,1.0,7,7.0,470,470.0,3,3.0,0,0.0,14,14.0,,,24,24.0,387,387.0,5,5.0,6,6.0,5,5.0,8,8.0,27,27.0,,,,,,
game:4396943|team:futebol clube do porto,12513679,2.42,Boavista,FC Porto,False,finished,0.57,0.57,3/12 (25%),3.0,15/25 (60%),15.0,1,1.0,7,7.0,7,7.0,,,4,4.0,,,2,2.0,29,29.0,8,8.0,1.52,1.52,30/57 (53%),30.0,13,13.0,59%,59.0,9,9.0,2,2.0,2,2.0,540,540.0,3,3.0,1,1.0,16,16.0,,,19,19.0,460,460.0,2,2.0,3,3.0,4,4.0,13,13.0,14,14.0,,,,,,
game:4578363|team:fussballclub red bull salzburg,13629496,2.423,SK Sturm Graz,Red Bull Salzburg,False,finished,,,6/24 (25%),6.0,9/17 (53%),9.0,1,1.0,8,8.0,5,5.0,,,5,5.0,,,3,3.0,29,29.0,20,20.0,,,21/56 (38%),21.0,10,10.0,60%,60.0,12,12.0,2,2.0,7,7.0,421,421.0,2,2.0,,,20,20.0,,,8,8.0,318,318.0,1,1.0,6,6.0,9,9.0,14,14.0,32,32.0,,,,,,
game:4393417|team:fenerbahce spor kulubu,12528111,2.42,BaÅŸakÅŸehir FK,FenerbahÃ§e,False,finished,1.74,1.7402,6/16 (38%),6.0,5/13 (38%),5.0,3,3.0,5,5.0,9,9.0,,,5,5.0,,,5,5.0,21,21.0,17,17.0,3.47,3.47,27/49 (55%),27.0,9,9.0,50%,50.0,13,13.0,2,2.0,5,5.0,442,442.0,5,5.0,,,19,19.0,,,16,16.0,372,372.0,4,4.0,3,3.0,3,3.0,16,16.0,17,17.0,,,,,,
game:4393416|team:galatasaray spor kulubu,12528119,2.39,Trabzonspor,Galatasaray,False,finished,1.11,1.1085,15/24 (63%),15.0,5/15 (33%),5.0,0,0.0,6,6.0,9,9.0,,,9,9.0,,,0,0.0,15,15.0,8,8.0,1.43,1.43,36/71 (51%),36.0,8,8.0,58%,58.0,6,6.0,0,0.0,4,4.0,438,438.0,5,5.0,,,19,19.0,,,12,12.0,369,369.0,2,2.0,3,3.0,11,11.0,16,16.0,15,15.0,,,,,,
game:4393416|team:trabzonspor kulubu,12528119,2.39,Trabzonspor,Galatasaray,True,finished,0.35,0.3472,2/6 (33%),2.0,2/6 (33%),2.0,3,3.0,6,6.0,5,5.0,,,1,1.0,,,3,3.0,24,24.0,17,17.0,1.26,1.26,23/56 (41%),23.0,12,12.0,42%,42.0,5,5.0,3,3.0,2,2.0,321,321.0,7,7.0,,,13,13.0,,,8,8.0,240,240.0,1,1.0,8,8.0,11,11.0,5,5.0,14,14.0,,,,,,
game:4396946|team:sporting clube de braga,12513669,2.47,Casa Pia,Sporting Braga,False,finished,-1.33,-1.3344,6/33 (18%),6.0,9/15 (60%),9.0,3,3.0,10,10.0,6,6.0,,,7,7.0,,,2,2.0,19,19.0,12,12.0,1.95,1.95,31/56 (55%),31.0,19,19.0,59%,59.0,9,9.0,2,2.0,5,5.0,486,486.0,1,1.0,,,21,21.0,,,13,13.0,409,409.0,,,10,10.0,4,4.0,11,11.0,20,20.0,,,,,,
game:4396939|team:sporting clube de portugal,12513677,2.47,Benfica,Sporting CP,False,finished,-0.05,-0.0499,1/7 (14%),1.0,9/27 (33%),9.0,1,1.0,2,2.0,4,4.0,,,2,2.0,,,0,0.0,44,44.0,27,27.0,0.32,0.32,20/53 (38%),20.0,24,24.0,39%,39.0,8,8.0,0,0.0,1,1.0,321,321.0,0,0.0,1,1.0,7,7.0,,,14,14.0,246,246.0,2,2.0,5,5.0,11,11.0,2,2.0,11,11.0,,,,,,
game:4396944|team:vitoria sport clube,12513673,2.5,VitÃ³ria SC,SC Farense,True,finished,-1.22,-1.2233,10/52 (19%),10.0,4/11 (36%),4.0,1,1.0,8,8.0,4,4.0,,,16,16.0,,,4,4.0,22,22.0,10,10.0,2.48,2.48,25/41 (61%),25.0,7,7.0,70%,70.0,8,8.0,3,3.0,9,9.0,538,538.0,1,1.0,,,21,21.0,,,15,15.0,464,464.0,5,5.0,6,6.0,4,4.0,15,15.0,24,24.0,,,,,,
game:4393410|team:besiktas jimnastik kulubu,12530664,2.42,FenerbahÃ§e,BeÅŸiktaÅŸ JK,False,finished,0.51,0.5126,2/12 (17%),2.0,3/11 (27%),3.0,0,0.0,3,3.0,4,4.0,,,5,5.0,,,3,3.0,48,48.0,14,14.0,1.55,1.55,17/61 (28%),17.0,12,12.0,39%,39.0,14,14.0,2,2.0,1,1.0,303,303.0,7,7.0,,,8,8.0,,,20,20.0,227,227.0,4,4.0,4,4.0,10,10.0,4,4.0,11,11.0,,,,,,
game:4396874|team:sport lisboa e benfica,12513653,2.39,Estoril Praia,Benfica,False,finished,-0.19,-0.1939,1/9 (11%),1.0,5/20 (25%),5.0,3,3.0,4,4.0,3,3.0,,,4,4.0,,,5,5.0,23,23.0,22,22.0,2.06,2.06,30/67 (45%),30.0,15,15.0,51%,51.0,15,15.0,3,3.0,3,3.0,477,477.0,1,1.0,,,10,10.0,,,13,13.0,383,383.0,2,2.0,5,5.0,7,7.0,5,5.0,15,15.0,,,,,,
game:4396870|team:futebol clube do porto,12513656,2.42,FC Porto,Moreirense,True,finished,0.75,0.7549,6/26 (23%),6.0,4/13 (31%),4.0,1,1.0,3,3.0,4,4.0,,,9,9.0,,,5,5.0,6,6.0,13,13.0,1.63,1.63,19/29 (66%),19.0,11,11.0,71%,71.0,3,3.0,2,2.0,8,8.0,628,628.0,3,3.0,,,15,15.0,,,14,14.0,557,557.0,3,3.0,4,4.0,0,0.0,11,11.0,20,20.0,,,,,,
game:4578362|team:fussballclub red bull salzburg,13629499,2.5,Red Bull Salzburg,FK Austria Wien,True,finished,,,6/38 (16%),6.0,13/22 (59%),13.0,3,3.0,8,8.0,5,5.0,,,11,11.0,,,3,3.0,30,30.0,18,18.0,,,25/55 (45%),25.0,9,9.0,63%,63.0,4,4.0,2,2.0,4,4.0,527,527.0,2,2.0,,,17,17.0,,,11,11.0,431,431.0,0,0.0,9,9.0,4,4.0,8,8.0,19,19.0,,,,,,
game:4393410|team:fenerbahce spor kulubu,12530664,2.42,FenerbahÃ§e,BeÅŸiktaÅŸ JK,True,finished,0.98,0.9838,6/40 (15%),6.0,10/17 (59%),10.0,5,5.0,5,5.0,7,7.0,,,8,8.0,,,2,2.0,17,17.0,16,16.0,0.66,0.66,27/50 (54%),27.0,20,20.0,61%,61.0,8,8.0,2,2.0,5,5.0,464,464.0,3,3.0,,,17,17.0,,,13,13.0,387,387.0,3,3.0,11,11.0,8,8.0,6,6.0,19,19.0,,,,,,
game:4393403|team:galatasaray spor kulubu,12530661,2.47,Galatasaray,Sivasspor,True,finished,-0.82,-0.8248,8/34 (24%),8.0,1/7 (14%),1.0,3,3.0,8,8.0,10,10.0,,,3,3.0,,,5,5.0,7,7.0,25,25.0,3.17,3.17,30/44 (68%),30.0,11,11.0,72%,72.0,12,12.0,2,2.0,8,8.0,634,634.0,0,0.0,,,26,26.0,,,7,7.0,573,573.0,1,1.0,8,8.0,2,2.0,18,18.0,20,20.0,,,,,,
game:4396871|team:sporting clube de braga,12513646,2.47,Sporting Braga,Santa Clara,True,finished,-0.17,-0.1704,9/47 (19%),9.0,15/23 (65%),15.0,1,1.0,9,9.0,4,4.0,,,8,8.0,,,2,2.0,22,22.0,15,15.0,1.30,1.3,29/53 (55%),29.0,15,15.0,68%,68.0,3,3.0,1,1.0,4,4.0,592,592.0,2,2.0,,,17,17.0,,,15,15.0,524,524.0,0,0.0,9,9.0,3,3.0,8,8.0,24,24.0,,,,,,
game:4396875|team:sporting clube de portugal,12513658,2.47,Sporting CP,Gil Vicente,True,finished,-0.01,-0.0148,3/27 (11%),3.0,5/19 (26%),5.0,1,1.0,7,7.0,3,3.0,,,9,9.0,,,2,2.0,10,10.0,20,20.0,0.75,0.75,18/33 (55%),18.0,11,11.0,71%,71.0,15,15.0,1,1.0,6,6.0,604,604.0,0,0.0,,,16,16.0,,,13,13.0,522,522.0,3,3.0,10,10.0,1,1.0,6,6.0,37,37.0,,,,,,
game:4396873|team:vitoria sport clube,12513664,2.335,CD Nacional,VitÃ³ria SC,False,finished,-0.11,-0.1147,4/10 (40%),4.0,0/3 (0%),0.0,1,1.0,5,5.0,4,4.0,,,3,3.0,,,1,1.0,33,33.0,16,16.0,0.91,0.91,14/51 (27%),14.0,15,15.0,53%,53.0,10,10.0,1,1.0,1,1.0,398,398.0,0,0.0,,,10,10.0,,,13,13.0,312,312.0,3,3.0,2,2.0,11,11.0,8,8.0,18,18.0,,,,,,
game:4393408|team:trabzonspor kulubu,12530668,2.39,KasÄ±mpaÅŸa,Trabzonspor,False,finished,-0.04,-0.0431,1/9 (11%),1.0,9/22 (41%),9.0,3,3.0,5,5.0,2,2.0,,,1,1.0,,,0,0.0,21,21.0,16,16.0,0.39,0.39,28/55 (51%),28.0,19,19.0,47%,47.0,5,5.0,0,0.0,2,2.0,385,385.0,5,5.0,,,9,9.0,,,14,14.0,318,318.0,2,2.0,6,6.0,7,7.0,3,3.0,22,22.0,,,,,,
game:4393395|team:besiktas jimnastik kulubu,12530672,2.5,BeÅŸiktaÅŸ JK,Hatayspor,True,finished,0.77,0.7667,5/13 (38%),5.0,11/20 (55%),11.0,2,2.0,3,3.0,8,8.0,,,4,4.0,,,6,6.0,14,14.0,16,16.0,3.29,3.29,21/39 (54%),21.0,5,5.0,52%,52.0,10,10.0,2,2.0,5,5.0,435,435.0,5,5.0,,,16,16.0,,,7,7.0,362,362.0,0,0.0,2,2.0,9,9.0,14,14.0,11,11.0,,,,,,
game:4396884|team:sport lisboa e benfica,12513651,2.47,Benfica,AVS - Futebol SAD,True,finished,0.82,0.8236,6/19 (32%),6.0,8/20 (40%),8.0,6,6.0,8,8.0,11,11.0,,,10,10.0,,,6,6.0,16,16.0,18,18.0,4.02,4.02,19/34 (56%),19.0,12,12.0,57%,57.0,7,7.0,1,1.0,4,4.0,450,450.0,3,3.0,,,23,23.0,,,11,11.0,396,396.0,1,1.0,10,10.0,5,5.0,13,13.0,15,15.0,,,,,,
game:4396877|team:futebol clube do porto,12513652,2.45,CF Estrela Amadora,FC Porto,False,finished,-0.49,-0.4891,6/32 (19%),6.0,9/18 (50%),9.0,1,1.0,4,4.0,3,3.0,,,11,11.0,,,0,0.0,14,14.0,15,15.0,0.54,0.54,18/36 (50%),18.0,17,17.0,68%,68.0,5,5.0,0,0.0,5,5.0,448,448.0,2,2.0,,,12,12.0,,,14,14.0,384,384.0,3,3.0,8,8.0,8,8.0,4,4.0,22,22.0,,,,,,
game:4578346|team:fussballclub red bull salzburg,13629483,2.5,Wolfsberger AC,Red Bull Salzburg,False,finished,,,6/26 (23%),6.0,14/26 (54%),14.0,2,2.0,7,7.0,5,5.0,,,1,1.0,,,4,4.0,22,22.0,20,20.0,,,24/37 (65%),24.0,10,10.0,76%,76.0,5,5.0,3,3.0,3,3.0,630,630.0,5,5.0,1,1.0,15,15.0,,,12,12.0,529,529.0,7,7.0,5,5.0,6,6.0,10,10.0,31,31.0,,,,,,
game:4393402|team:fenerbahce spor kulubu,12530680,2.42,Gaziantep FK,FenerbahÃ§e,False,finished,-0.33,-0.3301,6/23 (26%),6.0,8/12 (67%),8.0,2,2.0,2,2.0,7,7.0,,,8,8.0,,,3,3.0,20,20.0,18,18.0,2.65,2.65,28/53 (53%),28.0,18,18.0,60%,60.0,5,5.0,1,1.0,4,4.0,469,469.0,4,4.0,,,13,13.0,,,9,9.0,390,390.0,2,2.0,1,1.0,7,7.0,12,12.0,16,16.0,,,,,,
game:4393399|team:galatasaray spor kulubu,12530669,2.39,EyÃ¼pspor,Galatasaray,False,finished,-0.42,-0.4186,7/14 (50%),7.0,16/25 (64%),16.0,3,3.0,3,3.0,8,8.0,,,5,5.0,,,7,7.0,25,25.0,13,13.0,3.39,3.39,31/59 (53%),31.0,12,12.0,50%,50.0,8,8.0,2,2.0,6,6.0,382,382.0,2,2.0,,,17,17.0,,,14,14.0,315,315.0,2,2.0,3,3.0,5,5.0,14,14.0,20,20.0,,,,,,
game:4393398|team:trabzonspor kulubu,12530667,2.47,Trabzonspor,Alanyaspor,True,finished,-0.59,-0.5897,1/9 (11%),1.0,8/13 (62%),8.0,0,0.0,3,3.0,10,10.0,,,2,2.0,,,3,3.0,22,22.0,8,8.0,2.27,2.27,40/61 (66%),40.0,10,10.0,49%,49.0,5,5.0,1,1.0,2,2.0,450,450.0,1,1.0,,,15,15.0,,,11,11.0,392,392.0,3,3.0,3,3.0,6,6.0,12,12.0,14,14.0,,,,,,
game:4396881|team:sporting clube de braga,12513650,2.47,FamalicÃ£o,Sporting Braga,False,finished,0.18,0.1844,4/25 (16%),4.0,11/18 (61%),11.0,4,4.0,4,4.0,2,2.0,,,9,9.0,,,2,2.0,19,19.0,10,10.0,0.85,0.85,33/71 (46%),33.0,16,16.0,56%,56.0,14,14.0,2,2.0,6,6.0,483,483.0,3,3.0,,,12,12.0,,,15,15.0,396,396.0,4,4.0,5,5.0,8,8.0,7,7.0,22,22.0,,,,,,
game:4396879|team:sporting clube de portugal,12513666,2.47,Boavista,Sporting CP,False,finished,0.00,0.0,5/16 (31%),5.0,6/20 (30%),6.0,4,4.0,5,5.0,12,12.0,,,5,5.0,,,9,9.0,12,12.0,15,15.0,4.06,4.06,22/41 (54%),22.0,14,14.0,62%,62.0,8,8.0,5,5.0,6,6.0,522,522.0,0,0.0,,,23,23.0,,,14,14.0,464,464.0,4,4.0,5,5.0,5,5.0,18,18.0,16,16.0,,,,,,
game:4396880|team:vitoria sport clube,12513662,2.42,VitÃ³ria SC,Rio Ave,True,finished,1.37,1.3737,8/24 (33%),8.0,9/13 (69%),9.0,3,3.0,10,10.0,6,6.0,,,9,9.0,,,2,2.0,14,14.0,15,15.0,1.78,1.78,27/44 (61%),27.0,7,7.0,59%,59.0,6,6.0,1,1.0,8,8.0,447,447.0,5,5.0,,,24,24.0,,,16,16.0,389,389.0,1,1.0,10,10.0,7,7.0,14,14.0,19,19.0,,,,,,
game:4578340|team:fussballclub red bull salzburg,13629517,2.5,Red Bull Salzburg,Wolfsberger AC,True,finished,,,5/26 (19%),5.0,17/35 (49%),17.0,1,1.0,9,9.0,6,6.0,,,9,9.0,,,2,2.0,13,13.0,14,14.0,,,27/48 (56%),27.0,7,7.0,67%,67.0,17,17.0,2,2.0,9,9.0,611,611.0,0,0.0,,,24,24.0,,,7,7.0,509,509.0,0,0.0,8,8.0,9,9.0,16,16.0,23,23.0,,,,,,
game:4393385|team:besiktas jimnastik kulubu,12530678,2.42,GÃ¶ztepe,BeÅŸiktaÅŸ JK,False,finished,0.27,0.2683,3/10 (30%),3.0,11/23 (48%),11.0,2,2.0,1,1.0,2,2.0,,,3,3.0,,,2,2.0,37,37.0,19,19.0,0.62,0.62,23/68 (34%),23.0,12,12.0,55%,55.0,6,6.0,1,1.0,4,4.0,409,409.0,6,6.0,,,7,7.0,,,10,10.0,309,309.0,1,1.0,2,2.0,8,8.0,5,5.0,24,24.0,,,,,,
game:4396919|team:sport lisboa e benfica,12513724,2.42,VitÃ³ria SC,Benfica,False,finished,1.02,1.0181,1/6 (17%),1.0,3/8 (38%),3.0,4,4.0,0,0.0,7,7.0,,,3,3.0,,,4,4.0,19,19.0,11,11.0,1.99,1.99,24/55 (44%),24.0,10,10.0,42%,42.0,10,10.0,1,1.0,1,1.0,327,327.0,6,6.0,,,8,8.0,,,12,12.0,248,248.0,4,4.0,2,2.0,11,11.0,6,6.0,16,16.0,,,,,,
game:4396912|team:futebol clube do porto,12513639,2.42,FC Porto,FamalicÃ£o,True,finished,-0.58,-0.5799,3/13 (23%),3.0,6/13 (46%),6.0,1,1.0,2,2.0,6,6.0,,,4,4.0,,,1,1.0,29,29.0,10,10.0,0.72,0.72,35/65 (54%),35.0,13,13.0,58%,58.0,10,10.0,1,1.0,0,0.0,483,483.0,3,3.0,1,1.0,8,8.0,,,17,17.0,402,402.0,2,2.0,4,4.0,9,9.0,4,4.0,19,19.0,,,,,,
game:4578336|team:fussballclub red bull salzburg,13629519,2.5,FK Austria Wien,Red Bull Salzburg,False,finished,,,2/11 (18%),2.0,9/20 (45%),9.0,1,1.0,2,2.0,5,5.0,,,4,4.0,,,3,3.0,49,49.0,23,23.0,,,25/62 (40%),25.0,11,11.0,51%,51.0,9,9.0,0,0.0,4,4.0,420,420.0,3,3.0,,,11,11.0,,,6,6.0,327,327.0,3,3.0,3,3.0,8,8.0,8,8.0,21,21.0,,,,,,
game:4393392|team:fenerbahce spor kulubu,12530685,2.39,FenerbahÃ§e,Kayserispor,True,finished,-1.49,-1.4927,11/36 (31%),11.0,16/32 (50%),16.0,2,2.0,11,11.0,7,7.0,,,12,12.0,,,7,7.0,8,8.0,11,11.0,2.76,2.76,22/46 (48%),22.0,10,10.0,72%,72.0,4,4.0,5,5.0,9,9.0,532,532.0,0,0.0,,,27,27.0,,,10,10.0,455,455.0,1,1.0,7,7.0,4,4.0,20,20.0,25,25.0,,,,,,
game:4393388|team:galatasaray spor kulubu,12530674,2.47,Galatasaray,Bodrum FK,True,finished,0.00,0.0,14/43 (33%),14.0,8/14 (57%),8.0,5,5.0,14,14.0,14,14.0,,,16,16.0,,,7,7.0,16,16.0,20,20.0,3.50,3.5,24/37 (65%),24.0,7,7.0,71%,71.0,5,5.0,5,5.0,7,7.0,586,586.0,0,0.0,,,35,35.0,,,8,8.0,510,510.0,1,1.0,11,11.0,1,1.0,24,24.0,25,25.0,,,,,,
game:4393389|team:trabzonspor kulubu,12530681,2.47,Adana Demirspor,Trabzonspor,False,finished,0.01,0.0133,6/12 (50%),6.0,10/20 (50%),10.0,6,6.0,5,5.0,3,3.0,,,4,4.0,,,3,3.0,19,19.0,16,16.0,1.13,1.13,22/37 (59%),22.0,9,9.0,63%,63.0,6,6.0,2,2.0,1,1.0,558,558.0,1,1.0,,,9,9.0,,,12,12.0,507,507.0,0,0.0,2,2.0,4,4.0,7,7.0,23,23.0,,,,,,
game:4396918|team:sporting clube de braga,12513717,2.47,Estoril Praia,Sporting Braga,False,finished,0.31,0.3142,1/9 (11%),1.0,2/11 (18%),2.0,1,1.0,1,1.0,3,3.0,,,2,2.0,,,2,2.0,26,26.0,28,28.0,0.82,0.82,35/87 (40%),35.0,11,11.0,62%,62.0,12,12.0,1,1.0,1,1.0,639,639.0,4,4.0,,,5,5.0,,,15,15.0,532,532.0,0,0.0,3,3.0,4,4.0,2,2.0,27,27.0,,,,,,
game:4396915|team:sporting clube de portugal,12513660,2.47,Sporting CP,Moreirense,True,finished,-0.31,-0.3114,5/15 (33%),5.0,13/20 (65%),13.0,1,1.0,5,5.0,10,10.0,,,4,4.0,,,3,3.0,8,8.0,13,13.0,2.51,2.51,20/31 (65%),20.0,17,17.0,64%,64.0,7,7.0,2,2.0,5,5.0,605,605.0,1,1.0,,,20,20.0,,,8,8.0,548,548.0,2,2.0,7,7.0,2,2.0,13,13.0,17,17.0,,,,,,
game:4396919|team:vitoria sport clube,12513724,2.42,VitÃ³ria SC,Benfica,True,finished,-0.75,-0.7477,10/28 (36%),10.0,7/15 (47%),7.0,4,4.0,7,7.0,6,6.0,,,7,7.0,,,1,1.0,16,16.0,11,11.0,1.59,1.59,16/35 (46%),16.0,12,12.0,58%,58.0,10,10.0,1,1.0,4,4.0,432,432.0,4,4.0,,,17,17.0,,,10,10.0,369,369.0,2,2.0,5,5.0,0,0.0,12,12.0,21,21.0,,,,,,
game:4547801|team:rangers football club,13514557,2.39,Athletic Club,Rangers,False,finished,-0.46,-0.455,2/13 (15%),2.0,4/10 (40%),4.0,0,0.0,4,4.0,2,2.0,,,3,3.0,,,2,2.0,33,33.0,13,13.0,0.54,0.54,39/70 (56%),39.0,15,15.0,44%,44.0,12,12.0,2,2.0,1,1.0,371,371.0,1,1.0,,,7,7.0,,,9,9.0,294,294.0,3,3.0,4,4.0,9,9.0,3,3.0,14,14.0,,,,,,
game:4393377|team:besiktas jimnastik kulubu,12530688,2.45,BeÅŸiktaÅŸ JK,BaÅŸakÅŸehir FK,True,finished,-1.13,-1.126,3/19 (16%),3.0,8/21 (38%),8.0,0,0.0,5,5.0,3,3.0,,,3,3.0,,,0,0.0,18,18.0,12,12.0,0.84,0.84,23/50 (46%),23.0,12,12.0,56%,56.0,12,12.0,0,0.0,4,4.0,460,460.0,2,2.0,,,12,12.0,,,16,16.0,387,387.0,1,1.0,4,4.0,3,3.0,8,8.0,26,26.0,,,,,,
