_match_key,event_id,match_confidence,home_team,away_team,is_home,status,goals_prevented,goals_prevented_value,crosses,crosses_value,dribbles,dribbles_value,offsides,offsides_value,shots_off_target,shots_off_target_value,shots_on_target,shots_on_target_value,counter_attacks,counter_attacks_value,corner_kicks,corner_kicks_value,possession_lost,possession_lost_value,big_chances,big_chances_value,clearances,clearances_value,tackles,tackles_value,expected_goals,expected_goals_value,long_balls,long_balls_value,free_kicks,free_kicks_value,ball_possession,ball_possession_value,interceptions,interceptions_value,big_chances_missed,big_chances_missed_value,blocked_shots,blocked_shots_value,passes,passes_value,goalkeeper_saves,goalkeeper_saves_value,red_cards,red_cards_value,total_shots,total_shots_value,duels_won,duels_won_value,fouls,fouls_value,accurate_passes,accurate_passes_value,yellow_cards,yellow_cards_value,shots_outside_box,shots_outside_box_value,goal_kicks,goal_kicks_value,shots_inside_box,shots_inside_box_value,throw_ins,throw_ins_value,counter_attack_shots,counter_attack_shots_value,aerials_won,aerials_won_value,error,lookup_error
game:4648067|team:besiktas jimnastik kulubu,14109920,2.42,Ã‡aykur Rizespor,BeÅŸiktaÅŸ JK,False,finished,-0.21,-0.2123,2/12 (17%),2.0,9/11 (82%),9.0,0,0.0,7,7.0,9,9.0,,,3,3.0,,,2,2.0,19,19.0,17,17.0,2.00,2.0,27/43 (63%),27.0,7,7.0,53%,53.0,16,16.0,1,1.0,7,7.0,469,469.0,3,3.0,,,23,23.0,,,11,11.0,399,399.0,3,3.0,8,8.0,11,11.0,15,15.0,19,19.0,,,,,,
game:4648937|team:futebol clube do porto,14336196,2.42,FC Porto,Santa Clara,True,finished,0.00,0.0,7/17 (41%),7.0,7/22 (32%),7.0,2,2.0,3,3.0,6,6.0,,,8,8.0,,,1,1.0,17,17.0,16,16.0,0.91,0.91,18/37 (49%),18.0,9,9.0,53%,53.0,11,11.0,1,1.0,5,5.0,395,395.0,0,0.0,,,14,14.0,,,11,11.0,322,322.0,,,7,7.0,8,8.0,7,7.0,14,14.0,,,,,,
game:4839880|team:fussballclub red bull salzburg,15690648,2.385,Red Bull Salzburg,TSV Hartberg,True,finished,-0.35,-0.3454,8/43 (19%),8.0,5/15 (33%),5.0,,,12,12.0,7,7.0,,,13,13.0,,,2,2.0,9,9.0,16,16.0,1.84,1.84,29/38 (76%),29.0,7,7.0,66%,66.0,9,9.0,2,2.0,3,3.0,501,501.0,3,3.0,,,22,22.0,,,11,11.0,444,444.0,1,1.0,11,11.0,2,2.0,11,11.0,27,27.0,,,,,,
game:4648065|team:fenerbahce spor kulubu,14109918,2.39,FenerbahÃ§e,EyÃ¼pspor,True,finished,-1.73,-1.7278,5/29 (17%),5.0,7/16 (44%),7.0,0,0.0,8,8.0,7,7.0,,,6,6.0,,,3,3.0,7,7.0,16,16.0,1.33,1.33,28/46 (61%),28.0,14,14.0,78%,78.0,8,8.0,1,1.0,4,4.0,718,718.0,0,0.0,,,19,19.0,,,9,9.0,632,632.0,5,5.0,7,7.0,2,2.0,12,12.0,26,26.0,,,,,,
game:4648071|team:galatasaray spor kulubu,14109924,2.39,KasÄ±mpaÅŸa,Galatasaray,False,finished,0.04,0.0388,5/22 (23%),5.0,4/11 (36%),4.0,1,1.0,6,6.0,5,5.0,,,7,7.0,,,0,0.0,8,8.0,6,6.0,0.52,0.52,29/44 (66%),29.0,9,9.0,71%,71.0,5,5.0,0,0.0,1,1.0,667,667.0,2,2.0,,,12,12.0,,,6,6.0,609,609.0,1,1.0,5,5.0,5,5.0,7,7.0,18,18.0,,,,,,
game:4648938|team:sport lisboa e benfica,14336198,2.39,Estoril Praia,Benfica,False,finished,-0.12,-0.1156,6/20 (30%),6.0,8/16 (50%),8.0,2,2.0,7,7.0,8,8.0,,,9,9.0,,,6,6.0,9,9.0,16,16.0,4.15,4.15,15/34 (44%),15.0,9,9.0,52%,52.0,7,7.0,4,4.0,4,4.0,464,464.0,5,5.0,,,19,19.0,,,12,12.0,393,393.0,2,2.0,4,4.0,9,9.0,15,15.0,17,17.0,,,,,,
game:4648942|team:sporting clube de braga,14336204,2.5,Sporting Braga,CF Estrela Amadora,True,finished,-0.23,-0.2314,1/15 (7%),1.0,3/11 (27%),3.0,1,1.0,6,6.0,4,4.0,,,7,7.0,,,3,3.0,9,9.0,14,14.0,2.38,2.38,8/14 (57%),8.0,8,8.0,74%,74.0,6,6.0,1,1.0,4,4.0,691,691.0,2,2.0,0,0.0,14,14.0,,,13,13.0,628,628.0,1,1.0,7,7.0,4,4.0,7,7.0,26,26.0,,,,,,
game:4648936|team:sporting clube de portugal,14288901,2.47,Sporting CP,Gil Vicente,True,finished,0.09,0.0887,4/15 (27%),4.0,9/21 (43%),9.0,1,1.0,5,5.0,5,5.0,,,6,6.0,,,1,1.0,13,13.0,18,18.0,1.61,1.61,20/34 (59%),20.0,14,14.0,62%,62.0,7,7.0,1,1.0,5,5.0,579,579.0,1,1.0,,,15,15.0,,,13,13.0,525,525.0,0,0.0,4,4.0,8,8.0,11,11.0,8,8.0,,,,,,
game:4648072|team:trabzonspor kulubu,14109925,2.39,Trabzonspor,GenÃ§lerbirliÄŸi,True,finished,-0.87,-0.8701,9/23 (39%),9.0,8/18 (44%),8.0,5,5.0,4,4.0,4,4.0,,,5,5.0,,,0,0.0,16,16.0,17,17.0,0.52,0.52,29/40 (73%),29.0,14,14.0,63%,63.0,6,6.0,0,0.0,3,3.0,537,537.0,3,3.0,,,11,11.0,,,13,13.0,479,479.0,1,1.0,2,2.0,7,7.0,9,9.0,19,19.0,,,,,,
game:4648939|team:vitoria sport clube,14336199,2.335,CD Nacional,VitÃ³ria SC,False,finished,-0.16,-0.1621,6/22 (27%),6.0,6/12 (50%),6.0,2,2.0,5,5.0,4,4.0,,,6,6.0,,,1,1.0,27,27.0,11,11.0,1.33,1.33,8/32 (25%),8.0,16,16.0,66%,66.0,7,7.0,1,1.0,4,4.0,409,409.0,1,1.0,,,13,13.0,,,13,13.0,338,338.0,3,3.0,5,5.0,5,5.0,8,8.0,15,15.0,,,,,,
game:4648058|team:besiktas jimnastik kulubu,14109912,2.42,BeÅŸiktaÅŸ JK,Trabzonspor,True,finished,-0.15,-0.148,6/26 (23%),6.0,7/20 (35%),7.0,2,2.0,9,9.0,5,5.0,,,6,6.0,,,1,1.0,7,7.0,13,13.0,2.27,2.27,27/42 (64%),27.0,12,12.0,63%,63.0,4,4.0,,,7,7.0,485,485.0,4,4.0,,,21,21.0,,,12,12.0,422,422.0,1,1.0,7,7.0,6,6.0,14,14.0,20,20.0,,,,,,
game:4648928|team:futebol clube do porto,14288892,2.5,AVS - Futebol SAD,FC Porto,False,finished,-1.92,-1.9173,8/26 (31%),8.0,13/25 (52%),13.0,1,1.0,6,6.0,4,4.0,,,7,7.0,,,5,5.0,10,10.0,8,8.0,3.19,3.19,17/34 (50%),17.0,7,7.0,69%,69.0,5,5.0,4,4.0,10,10.0,553,553.0,2,2.0,1,1.0,20,20.0,,,9,9.0,471,471.0,2,2.0,4,4.0,5,5.0,16,16.0,24,24.0,,,,,,
game:4839873|team:fussballclub red bull salzburg,15690637,2.55,LASK,Red Bull Salzburg,False,finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed to fetch https://api.sofascore.com/api/v1/event/15690637/statistics: HTTP Error 403: . SofaScore blocked this request; rerun later or rely on cached dates already fetched.,
game:4648062|team:fenerbahce spor kulubu,14109916,2.47,Konyaspor,FenerbahÃ§e,False,finished,0.65,0.6543,4/9 (44%),4.0,10/17 (59%),10.0,3,3.0,5,5.0,11,11.0,,,2,2.0,,,5,5.0,17,17.0,20,20.0,3.37,3.37,25/42 (60%),25.0,16,16.0,57%,57.0,4,4.0,2,2.0,7,7.0,496,496.0,2,2.0,,,23,23.0,,,7,7.0,444,444.0,2,2.0,10,10.0,10,10.0,13,13.0,17,17.0,,,,,,
game:4648057|team:galatasaray spor kulubu,14109911,2.47,Galatasaray,Antalyaspor,True,finished,-0.70,-0.7029,9/34 (26%),9.0,10/17 (59%),10.0,6,6.0,10,10.0,9,9.0,,,6,6.0,,,9,9.0,16,16.0,9,9.0,4.30,4.3,16/34 (47%),16.0,14,14.0,70%,70.0,4,4.0,5,5.0,4,4.0,516,516.0,0,0.0,,,23,23.0,,,10,10.0,447,447.0,4,4.0,8,8.0,2,2.0,15,15.0,20,20.0,,,,,,
game:4648933|team:sport lisboa e benfica,14288898,2.47,Benfica,Sporting Braga,True,finished,-1.15,-1.154,6/16 (38%),6.0,15/24 (63%),15.0,2,2.0,8,8.0,8,8.0,,,8,8.0,,,3,3.0,7,7.0,16,16.0,2.91,2.91,23/40 (57%),23.0,10,10.0,52%,52.0,9,9.0,1,1.0,8,8.0,473,473.0,0,0.0,,,24,24.0,,,6,6.0,386,386.0,1,1.0,8,8.0,5,5.0,16,16.0,28,28.0,,,,,,
game:4648933|team:sporting clube de braga,14288898,2.47,Benfica,Sporting Braga,False,finished,0.84,0.8406,2/3 (67%),2.0,11/22 (50%),11.0,1,1.0,1,1.0,2,2.0,,,2,2.0,,,1,1.0,25,25.0,17,17.0,0.20,0.2,17/49 (35%),17.0,6,6.0,48%,48.0,8,8.0,0,0.0,2,2.0,442,442.0,6,6.0,,,5,5.0,,,11,11.0,353,353.0,4,4.0,3,3.0,12,12.0,2,2.0,21,21.0,,,,,,
game:4648931|team:sporting clube de portugal,14288896,2.47,Rio Ave,Sporting CP,False,finished,0.18,0.1756,2/15 (13%),2.0,11/21 (52%),11.0,,,6,6.0,5,5.0,,,6,6.0,,,2,2.0,19,19.0,11,11.0,1.56,1.56,21/34 (62%),21.0,8,8.0,64%,64.0,2,2.0,1,1.0,5,5.0,535,535.0,2,2.0,0,0.0,16,16.0,,,7,7.0,485,485.0,2,2.0,5,5.0,5,5.0,11,11.0,11,11.0,,,,,,
game:4648058|team:trabzonspor kulubu,14109912,2.42,BeÅŸiktaÅŸ JK,Trabzonspor,False,finished,0.03,0.0297,0/6 (0%),0.0,6/11 (55%),6.0,1,1.0,4,4.0,6,6.0,,,3,3.0,,,2,2.0,29,29.0,16,16.0,0.67,0.67,23/54 (43%),23.0,12,12.0,37%,37.0,12,12.0,,,0,0.0,291,291.0,4,4.0,,,10,10.0,,,13,13.0,238,238.0,2,2.0,6,6.0,14,14.0,4,4.0,9,9.0,,,,,,
game:4648925|team:vitoria sport clube,14288889,2.42,VitÃ³ria SC,Casa Pia,True,finished,0.50,0.4994,9/31 (29%),9.0,7/18 (39%),7.0,3,3.0,8,8.0,2,2.0,,,6,6.0,,,0,0.0,27,27.0,17,17.0,0.94,0.94,33/56 (59%),33.0,16,16.0,71%,71.0,8,8.0,0,0.0,5,5.0,502,502.0,4,4.0,,,15,15.0,,,11,11.0,420,420.0,2,2.0,5,5.0,5,5.0,10,10.0,18,18.0,,,,,,
game:4805930|team:sporting clube de braga,15632624,2.5,SC Freiburg,Sporting Braga,False,finished,-0.23,-0.2291,6/18 (33%),6.0,6/11 (55%),6.0,1,1.0,3,3.0,5,5.0,,,8,8.0,,,3,3.0,42,42.0,16,16.0,1.84,1.84,15/55 (27%),15.0,16,16.0,34%,34.0,3,3.0,2,2.0,6,6.0,250,250.0,5,5.0,1,1.0,14,14.0,,,10,10.0,171,171.0,4,4.0,7,7.0,10,10.0,7,7.0,17,17.0,,,,,,
game:4648049|team:besiktas jimnastik kulubu,14109902,2.45,Gaziantep FK,BeÅŸiktaÅŸ JK,False,finished,0.33,0.3283,1/9 (11%),1.0,4/8 (50%),4.0,,,4,4.0,5,5.0,,,2,2.0,,,2,2.0,12,12.0,14,14.0,1.67,1.67,19/40 (48%),19.0,4,4.0,64%,64.0,9,9.0,0,0.0,3,3.0,603,603.0,4,4.0,,,12,12.0,,,15,15.0,539,539.0,0,0.0,6,6.0,11,11.0,6,6.0,20,20.0,,,,,,
game:4648918|team:futebol clube do porto,14288881,2.45,FC Porto,FC Alverca,True,finished,0.28,0.2831,4/21 (19%),4.0,6/13 (46%),6.0,1,1.0,2,2.0,4,4.0,,,5,5.0,,,0,0.0,22,22.0,15,15.0,0.65,0.65,23/39 (59%),23.0,19,19.0,56%,56.0,8,8.0,0,0.0,7,7.0,436,436.0,4,4.0,,,13,13.0,,,21,21.0,383,383.0,1,1.0,3,3.0,6,6.0,10,10.0,16,16.0,,,,,,
game:4839867|team:fussballclub red bull salzburg,15690639,2.423,Red Bull Salzburg,SK Sturm Graz,True,finished,0.37,0.3663,1/12 (8%),1.0,7/20 (35%),7.0,1,1.0,6,6.0,8,8.0,,,4,4.0,,,2,2.0,41,41.0,16,16.0,1.47,1.47,30/71 (42%),30.0,8,8.0,45%,45.0,10,10.0,1,1.0,2,2.0,301,301.0,2,2.0,,,16,16.0,,,5,5.0,209,209.0,0,0.0,6,6.0,13,13.0,10,10.0,28,28.0,,,,,,
game:4648051|team:fenerbahce spor kulubu,14109904,2.42,FenerbahÃ§e,BaÅŸakÅŸehir FK,True,finished,-0.43,-0.4326,2/16 (13%),2.0,10/18 (56%),10.0,3,3.0,5,5.0,9,9.0,,,10,10.0,,,5,5.0,13,13.0,12,12.0,2.62,2.62,22/49 (45%),22.0,3,3.0,49%,49.0,10,10.0,4,4.0,8,8.0,403,403.0,3,3.0,,,22,22.0,,,13,13.0,331,331.0,2,2.0,10,10.0,12,12.0,12,12.0,10,10.0,,,,,,
game:4648053|team:galatasaray spor kulubu,14109906,2.47,Samsunspor,Galatasaray,False,finished,-1.35,-1.3536,2/16 (13%),2.0,5/13 (38%),5.0,1,1.0,3,3.0,4,4.0,,,6,6.0,,,1,1.0,13,13.0,11,11.0,1.66,1.66,18/45 (40%),18.0,15,15.0,45%,45.0,8,8.0,1,1.0,7,7.0,319,319.0,4,4.0,1,1.0,14,14.0,,,14,14.0,252,252.0,0,0.0,4,4.0,9,9.0,10,10.0,12,12.0,,,,,,
game:4648920|team:sport lisboa e benfica,14288883,2.39,FamalicÃ£o,Benfica,False,finished,-0.78,-0.7838,1/6 (17%),1.0,10/18 (56%),10.0,1,1.0,3,3.0,3,3.0,,,4,4.0,,,2,2.0,23,23.0,17,17.0,1.29,1.29,17/43 (40%),17.0,19,19.0,43%,43.0,10,10.0,1,1.0,2,2.0,318,318.0,3,3.0,1,1.0,8,8.0,,,14,14.0,248,248.0,2,2.0,1,1.0,9,9.0,7,7.0,20,20.0,,,,,,
game:4648924|team:sporting clube de braga,14288888,2.47,Sporting Braga,Estoril Praia,True,finished,1.07,1.0653,4/10 (40%),4.0,7/14 (50%),7.0,0,0.0,3,3.0,3,3.0,,,5,5.0,,,0,0.0,10,10.0,14,14.0,0.40,0.4,22/59 (37%),22.0,10,10.0,50%,50.0,10,10.0,0,0.0,4,4.0,479,479.0,3,3.0,,,10,10.0,,,15,15.0,400,400.0,3,3.0,3,3.0,3,3.0,7,7.0,14,14.0,,,,,,
game:4648921|team:sporting clube de portugal,14288884,2.5,Sporting CP,VitÃ³ria SC,True,finished,-0.08,-0.0783,1/6 (17%),1.0,11/19 (58%),11.0,3,3.0,3,3.0,10,10.0,,,1,1.0,,,9,9.0,22,22.0,21,21.0,4.57,4.57,27/41 (66%),27.0,13,13.0,52%,52.0,10,10.0,4,4.0,1,1.0,490,490.0,6,6.0,,,14,14.0,,,7,7.0,419,419.0,0,0.0,4,4.0,8,8.0,10,10.0,16,16.0,,,,,,
game:4648052|team:trabzonspor kulubu,14109905,2.39,Trabzonspor,GÃ¶ztepe,True,finished,-0.69,-0.6898,8/22 (36%),8.0,7/18 (39%),7.0,0,0.0,4,4.0,4,4.0,,,4,4.0,,,1,1.0,24,24.0,21,21.0,0.76,0.76,29/59 (49%),29.0,22,22.0,58%,58.0,7,7.0,0,0.0,2,2.0,395,395.0,1,1.0,1,1.0,10,10.0,,,14,14.0,317,317.0,6,6.0,2,2.0,14,14.0,8,8.0,18,18.0,,,,,,
game:4648921|team:vitoria sport clube,14288884,2.5,Sporting CP,VitÃ³ria SC,False,finished,-0.74,-0.7358,3/15 (20%),3.0,5/17 (29%),5.0,2,2.0,5,5.0,5,5.0,,,7,7.0,,,1,1.0,15,15.0,14,14.0,0.61,0.61,20/43 (47%),20.0,7,7.0,48%,48.0,13,13.0,1,1.0,3,3.0,457,457.0,5,5.0,,,13,13.0,,,13,13.0,378,378.0,2,2.0,8,8.0,9,9.0,5,5.0,15,15.0,,,,,,
game:4805928|team:sporting clube de braga,15632622,2.5,Sporting Braga,SC Freiburg,True,finished,0.06,0.0622,4/9 (44%),4.0,5/8 (63%),5.0,2,2.0,5,5.0,6,6.0,,,3,3.0,,,3,3.0,15,15.0,17,17.0,2.39,2.39,23/44 (52%),23.0,13,13.0,59%,59.0,12,12.0,1,1.0,2,2.0,495,495.0,1,1.0,,,13,13.0,,,12,12.0,425,425.0,2,2.0,2,2.0,6,6.0,11,11.0,25,25.0,,,,,,
game:4648879|team:sporting clube de portugal,16033937,2.47,Sporting CP,Tondela,True,finished,-0.64,-0.64,1/11 (9%),1.0,14/30 (47%),14.0,4,4.0,6,6.0,5,5.0,,,5,5.0,,,1,1.0,7,7.0,16,16.0,1.90,1.9,21/35 (60%),21.0,8,8.0,64%,64.0,9,9.0,1,1.0,5,5.0,707,707.0,1,1.0,,,16,16.0,,,16,16.0,636,636.0,2,2.0,1,1.0,8,8.0,15,15.0,13,13.0,,,,,,
game:4648042|team:besiktas jimnastik kulubu,14109896,2.42,BeÅŸiktaÅŸ JK,Fatih KaragÃ¼mrÃ¼k,True,finished,0.46,0.4628,11/31 (35%),11.0,7/15 (47%),7.0,3,3.0,8,8.0,7,7.0,,,5,5.0,,,3,3.0,20,20.0,9,9.0,2.14,2.14,18/36 (50%),18.0,15,15.0,70%,70.0,4,4.0,3,3.0,5,5.0,680,680.0,3,3.0,,,20,20.0,,,12,12.0,613,613.0,2,2.0,7,7.0,8,8.0,13,13.0,18,18.0,,,,,,
game:4648912|team:futebol clube do porto,14288875,2.45,CF Estrela Amadora,FC Porto,False,finished,-0.31,-0.3073,6/20 (30%),6.0,12/19 (63%),12.0,3,3.0,4,4.0,4,4.0,,,6,6.0,,,2,2.0,22,22.0,16,16.0,1.81,1.81,26/51 (51%),26.0,14,14.0,53%,53.0,9,9.0,1,1.0,3,3.0,396,396.0,2,2.0,,,11,11.0,,,15,15.0,326,326.0,3,3.0,5,5.0,7,7.0,6,6.0,16,16.0,,,,,,
game:4839859|team:fussballclub red bull salzburg,15690645,2.385,SK Rapid Wien,Red Bull Salzburg,False,finished,0.39,0.3942,5/19 (26%),5.0,5/12 (42%),5.0,1,1.0,7,7.0,1,1.0,,,6,6.0,,,5,5.0,19,19.0,19,19.0,1.73,1.73,22/52 (42%),22.0,6,6.0,43%,43.0,10,10.0,5,5.0,3,3.0,420,420.0,1,1.0,,,11,11.0,,,15,15.0,336,336.0,1,1.0,3,3.0,5,5.0,8,8.0,14,14.0,,,,,,
game:4648044|team:fenerbahce spor kulubu,14109897,2.39,Galatasaray,FenerbahÃ§e,False,finished,0.73,0.7326,0/11 (0%),0.0,6/16 (38%),6.0,3,3.0,3,3.0,1,1.0,,,4,4.0,,,2,2.0,30,30.0,13,13.0,1.32,1.32,10/32 (31%),10.0,15,15.0,37%,37.0,9,9.0,2,2.0,1,1.0,267,267.0,5,5.0,1,1.0,5,5.0,,,13,13.0,203,203.0,6,6.0,2,2.0,7,7.0,3,3.0,16,16.0,,,,,,
game:4648044|team:galatasaray spor kulubu,14109897,2.39,Galatasaray,FenerbahÃ§e,True,finished,0.16,0.1608,9/25 (36%),9.0,8/17 (47%),8.0,4,4.0,7,7.0,8,8.0,,,6,6.0,,,3,3.0,18,18.0,19,19.0,2.58,2.58,27/47 (57%),27.0,12,12.0,63%,63.0,7,7.0,1,1.0,6,6.0,450,450.0,1,1.0,0,0.0,21,21.0,,,16,16.0,392,392.0,5,5.0,6,6.0,6,6.0,15,15.0,13,13.0,,,,,,
game:4648914|team:sport lisboa e benfica,14288877,2.39,Benfica,Moreirense,True,finished,0.35,0.3494,6/14 (43%),6.0,11/17 (65%),11.0,2,2.0,5,5.0,8,8.0,,,9,9.0,,,4,4.0,13,13.0,13,13.0,1.99,1.99,30/50 (60%),30.0,14,14.0,58%,58.0,9,9.0,2,2.0,4,4.0,485,485.0,3,3.0,,,17,17.0,,,13,13.0,409,409.0,2,2.0,3,3.0,6,6.0,14,14.0,20,20.0,,,,,,
game:4648909|team:sporting clube de braga,14288872,2.47,Santa Clara,Sporting Braga,False,finished,-1.21,-1.2078,0/4 (0%),0.0,2/13 (15%),2.0,0,0.0,0,0.0,2,2.0,,,1,1.0,,,0,0.0,39,39.0,15,15.0,0.17,0.17,33/59 (56%),33.0,15,15.0,63%,63.0,5,5.0,0,0.0,1,1.0,521,521.0,1,1.0,,,3,3.0,,,11,11.0,447,447.0,4,4.0,2,2.0,14,14.0,1,1.0,25,25.0,,,,,,
game:4648910|team:sporting clube de portugal,14288873,2.55,AVS - Futebol SAD,Sporting CP,False,finished,0.13,0.1289,3/29 (10%),3.0,5/14 (36%),5.0,2,2.0,9,9.0,8,8.0,,,9,9.0,,,3,3.0,17,17.0,15,15.0,3.27,3.27,30/42 (71%),30.0,15,15.0,75%,75.0,5,5.0,2,2.0,3,3.0,598,598.0,3,3.0,,,20,20.0,,,8,8.0,523,523.0,1,1.0,8,8.0,5,5.0,12,12.0,24,24.0,,,,,,
game:4648040|team:trabzonspor kulubu,14109893,2.47,Konyaspor,Trabzonspor,False,finished,-0.07,-0.0709,8/27 (30%),8.0,8/15 (53%),8.0,0,0.0,12,12.0,3,3.0,,,5,5.0,,,4,4.0,24,24.0,13,13.0,2.21,2.21,24/36 (67%),24.0,12,12.0,64%,64.0,5,5.0,3,3.0,8,8.0,495,495.0,4,4.0,,,23,23.0,,,4,4.0,441,441.0,0,0.0,9,9.0,8,8.0,14,14.0,20,20.0,,,,,,
game:4648915|team:vitoria sport clube,14288878,2.42,VitÃ³ria SC,Rio Ave,True,finished,0.32,0.3242,3/20 (15%),3.0,6/12 (50%),6.0,1,1.0,5,5.0,3,3.0,,,3,3.0,,,2,2.0,27,27.0,26,26.0,1.17,1.17,15/53 (28%),15.0,13,13.0,56%,56.0,9,9.0,1,1.0,3,3.0,491,491.0,4,4.0,,,11,11.0,,,7,7.0,395,395.0,4,4.0,5,5.0,4,4.0,6,6.0,21,21.0,,,,,,
game:4839853|team:fussballclub red bull salzburg,15690627,2.5,Red Bull Salzburg,FK Austria Wien,True,finished,0.14,0.1366,2/14 (14%),2.0,7/25 (28%),7.0,2,2.0,3,3.0,4,4.0,,,5,5.0,,,2,2.0,14,14.0,12,12.0,1.94,1.94,14/46 (30%),14.0,11,11.0,53%,53.0,13,13.0,1,1.0,5,5.0,445,445.0,1,1.0,,,12,12.0,,,4,4.0,367,367.0,2,2.0,4,4.0,6,6.0,8,8.0,32,32.0,,,,,,
game:4648876|team:sporting clube de braga,14288828,2.47,Casa Pia,Sporting Braga,False,finished,0.27,0.274,2/12 (17%),2.0,4/10 (40%),4.0,2,2.0,4,4.0,2,2.0,,,5,5.0,,,1,1.0,25,25.0,11,11.0,0.48,0.48,16/49 (33%),16.0,9,9.0,69%,69.0,3,3.0,0,0.0,2,2.0,731,731.0,1,1.0,,,8,8.0,,,9,9.0,639,639.0,3,3.0,6,6.0,8,8.0,2,2.0,18,18.0,,,,,,
game:4648031|team:besiktas jimnastik kulubu,14109882,2.5,Samsunspor,BeÅŸiktaÅŸ JK,False,finished,-0.68,-0.6846,6/19 (32%),6.0,6/11 (55%),6.0,0,0.0,5,5.0,3,3.0,,,7,7.0,,,1,1.0,15,15.0,10,10.0,1.43,1.43,30/51 (59%),30.0,16,16.0,51%,51.0,9,9.0,0,0.0,6,6.0,480,480.0,3,3.0,,,14,14.0,,,4,4.0,412,412.0,2,2.0,6,6.0,9,9.0,8,8.0,14,14.0,,,,,,
game:4648896|team:futebol clube do porto,14288868,2.42,FC Porto,Tondela,True,finished,0.16,0.1625,8/29 (28%),8.0,7/24 (29%),7.0,4,4.0,7,7.0,8,8.0,,,8,8.0,,,4,4.0,15,15.0,16,16.0,3.15,3.15,16/30 (53%),16.0,10,10.0,60%,60.0,3,3.0,3,3.0,7,7.0,503,503.0,3,3.0,,,22,22.0,,,12,12.0,444,444.0,4,4.0,6,6.0,3,3.0,16,16.0,22,22.0,,,,,,
game:4839848|team:fussballclub red bull salzburg,15690636,2.5,FK Austria Wien,Red Bull Salzburg,False,finished,1.13,1.1304,1/6 (17%),1.0,10/27 (37%),10.0,3,3.0,1,1.0,4,4.0,,,1,1.0,,,3,3.0,29,29.0,18,18.0,1.15,1.15,21/62 (34%),21.0,15,15.0,45%,45.0,10,10.0,1,1.0,1,1.0,402,402.0,3,3.0,,,6,6.0,,,17,17.0,317,317.0,4,4.0,3,3.0,10,10.0,3,3.0,25,25.0,,,,,,
game:4648036|team:fenerbahce spor kulubu,14109888,2.39,FenerbahÃ§e,Ã‡aykur Rizespor,True,finished,-0.64,-0.6355,5/25 (20%),5.0,8/14 (57%),8.0,1,1.0,7,7.0,5,5.0,,,7,7.0,,,2,2.0,7,7.0,18,18.0,2.44,2.44,19/47 (40%),19.0,15,15.0,60%,60.0,9,9.0,,,3,3.0,443,443.0,1,1.0,0,0.0,15,15.0,,,14,14.0,358,358.0,1,1.0,7,7.0,3,3.0,8,8.0,19,19.0,,,,,,
game:4648035|team:galatasaray spor kulubu,14109887,2.39,GenÃ§lerbirliÄŸi,Galatasaray,False,finished,-0.00,-0.0024,2/15 (13%),2.0,6/13 (46%),6.0,3,3.0,6,6.0,2,2.0,,,4,4.0,,,3,3.0,17,17.0,12,12.0,2.25,2.25,22/51 (43%),22.0,11,11.0,56%,56.0,9,9.0,1,1.0,1,1.0,422,422.0,2,2.0,,,9,9.0,,,14,14.0,345,345.0,2,2.0,1,1.0,4,4.0,8,8.0,13,13.0,,,,,,
game:4648893|team:sport lisboa e benfica,14288865,2.47,Sporting CP,Benfica,False,finished,0.82,0.8207,6/16 (38%),6.0,6/18 (33%),6.0,1,1.0,5,5.0,5,5.0,,,8,8.0,,,4,4.0,17,17.0,20,20.0,2.27,2.27,17/52 (33%),17.0,12,12.0,39%,39.0,9,9.0,2,2.0,4,4.0,303,303.0,5,5.0,,,14,14.0,,,8,8.0,227,227.0,1,1.0,5,5.0,14,14.0,9,9.0,14,14.0,,,,,,
game:4648897|team:sporting clube de braga,14288869,2.47,Sporting Braga,FamalicÃ£o,True,finished,-0.37,-0.3661,6/17 (35%),6.0,6/13 (46%),6.0,0,0.0,4,4.0,4,4.0,,,5,5.0,,,2,2.0,21,21.0,9,9.0,1.78,1.78,17/37 (46%),17.0,10,10.0,69%,69.0,5,5.0,,,2,2.0,745,745.0,1,1.0,,,10,10.0,,,10,10.0,674,674.0,2,2.0,2,2.0,5,5.0,8,8.0,23,23.0,,,,,,
game:4648893|team:sporting clube de portugal,14288865,2.47,Sporting CP,Benfica,True,finished,0.36,0.362,4/12 (33%),4.0,15/27 (56%),15.0,1,1.0,9,9.0,6,6.0,,,3,3.0,,,2,2.0,14,14.0,20,20.0,1.63,1.63,22/44 (50%),22.0,7,7.0,61%,61.0,3,3.0,1,1.0,4,4.0,491,491.0,3,3.0,,,19,19.0,,,13,13.0,419,419.0,2,2.0,7,7.0,8,8.0,12,12.0,22,22.0,,,,,,
